tokens,neg_score,neu_score,pos_score
trò này chơi rất hay và thứ thứ vị,0.2667057008863514,0.3158688455079418,0.4174254536057067
t down về làm cái no coin challenge thui,0.30569917906925986,0.34459084515753335,0.3497099757732069
chơi rất vui đặc biệt là nó là game,0.21086595799904742,0.33292871584834255,0.45620532615261
toi rat toi cho ban,0.27990641639585506,0.28638162425223956,0.4337119593519053
khi mình mệt mỏi là chơi trò này là hết mệt,0.37834426631639767,0.3104658778630065,0.3111898558205957
hay quá đi thôi nghiện trò này r,0.33603649752162185,0.20616343040247134,0.4578000720759068
dùng để giải trí là ok lắm,0.2825816335480361,0.2837966710253078,0.433621695426656
chơi trò này là một sai lầm,0.29652964981273083,0.3374658453677816,0.3660045048194876
chơi vui mà cũng hay dử à nha nhà sản xuất,0.20782412893933722,0.46386515532702277,0.32831071573364007
game rất hai và giành cho lớn nhỏ đều chơi được,0.19340419403322126,0.4312181874173326,0.37537761854944607
hay hay bun có the ra hay PROFANE,0.24322275306452618,0.4015145219729659,0.3552627249625079
rất là hay tôi rất thích game này,0.18198492572461614,0.22261826271771523,0.5953968115576687
game rất vui rất xả stress,0.23647523339947712,0.24698657256068257,0.5165381940398401
game này rất thú vị hợp với lua tuổi như tôi,0.36365088404265944,0.2829394149876115,0.3534097009697291
trò này rất hay mọi người hãy tải về đi nó giúp ta giải trí rất tốt,0.17000040886351458,0.2353057811467261,0.5946938099897594
hay dung chay te ao la hay vo cung luôn,0.28592959503408566,0.31968275299140547,0.39438765197450887
rất là hay luôn nha,0.21004353984531396,0.2861644747714024,0.5037919853832837
mình vô tình gỡ bỏ rồi không biết giờ tải lại nó còn lưu điểm chơi giúp mình với,0.3664556510372173,0.3096196486657993,0.3239247002969834
PROFANE PROFANE PROFANE PROFANE PROFANE PROFANE PROFANE,0.3437406764214455,0.3374917919624455,0.31876753161610905
chan dai ru bo mong choi hết so la anh vao dong,0.316403295409981,0.3505807102556838,0.3330159943343351
co ban moi choi em hon ban cu,0.2412385780926977,0.3988296045380629,0.3599318173692394
nó rất hay tôi chưa bao h chơi game hay vậy,0.2167543419463982,0.3358420966075882,0.44740356144601356
chơi cũng hay người chơi mặt cũng đẹp tạo cho người chơi sự vui vẻ dù mới tải chưa chơi nhưng cũng thấy hay,0.25501858855195353,0.3800357556025257,0.36494565584552086
game hay ai củng thích,0.27416725958492527,0.3446584653820347,0.3811742750330401
vui choi rat voi game nay giai tri trong can than va,0.2673805979564895,0.3417297423477636,0.390889659695747
vui và rất kịch tính,0.2518333573322664,0.22605909413666117,0.5221075485310724
mô hình kỹ thuật đường tàu có những chiếc tàu thật đẹp,0.4047459445239118,0.1426147824069311,0.4526392730691571
trò này rất vui ạ,0.28879028863580364,0.23217794606544384,0.4790317652987526
nhì thôi biết hay các tải về chơi nhé,0.14689446253247235,0.5144187346070761,0.3386868028604515
game hay và có thể chơi toàn cầu đăng the chơi cùng nhau hiên làm video và kể cả no né vàng và game đầy thú vị và sáng tạo nữa,0.2213346908163751,0.40995474687474354,0.36871056230888144
hay tốt chơi được nhưng hơi bị lag nhe,0.318038374518491,0.3210908843129736,0.3608707411685354
toi rat tro choi nay rat hay va vui nhon,0.27835243763417294,0.19936287612895792,0.5222846862368692
hay lam tai ve di PROFANE ban,0.2753516130408827,0.3332066697135334,0.39144171724558385
game này vui lắm nha mấy má được trải nghiệm chạy km ngoài ra chúng ta còn được những em nhân vật siêu mắc cười nói chung là tải game này chơi cũng rất vui nhé,0.17652695590806716,0.3572484314229083,0.46622461266902465
tôi chỉ có từ để nói hay,0.3315302888622505,0.32085417522939796,0.34761553590835154
tôi rất thích trò này,0.23535762910463742,0.1916590204011237,0.5729833504942389
trò chơi này rất hay nhưng nếu mua người chạy mà giảm thì tốt hơn,0.22038856048031658,0.3988408517368046,0.38077058778287876
ha rat hay hay hay,0.23230875320074984,0.3270596113644669,0.4406316354347833
game này chơi hay giải tỏa căng thẳng trong những công việc,0.2673233507660098,0.3591024492915776,0.3735741999424125
tôi rất thích trò chơi này,0.2286954125855569,0.2571360877060774,0.5141684997083656
tắt mạng là có thể chơi cách vui vẻ nên tải về để chơi thử nha,0.20797251876744355,0.46345436503940596,0.32857311619315044
rất hay đay PROFANE ban,0.19425764026148576,0.2209198883458313,0.584822471392683
rất vui mong sẽ có nhiều bản cập mới về nhân vật,0.23415965013594225,0.3787458662066242,0.3870944836574336
ok con dê không thành vấn đề,0.2958378582408908,0.28260790757522,0.42155423418388904
game hay choi thật vui,0.2653440922850824,0.323568525256011,0.4110873824589067
game này trí được đấy,0.23452733104827428,0.4091105560106039,0.35636211294112186
game không quá khó rất hay nên tải về chơi thử nha một like cho game,0.2305428174949771,0.4053883921046332,0.3640687904003896
chay cung hay man ban moi di,0.2829442564550671,0.31489876871227296,0.40215697483266
vui vui mấy đứa trẻ trâu chơi thôi,0.2797320978420774,0.32775920290232907,0.39250869925559345
rất hay vừa hơi té cái là có người rượt,0.3007885401170202,0.3309807999732297,0.36823065990975
game rất tuyệt vời tôi nghĩ rằng nếu không có giới hạn sao tôi sẽ cho sao,0.22842687689748428,0.3415540501613864,0.4300190729411293
game này game này là game chạy tàu game chơi rất vui nhưng mà vẫn còn nhân vật vần cần giảm giá đi rất là nhiều bạn quang chơi rất vui,0.18845931315677714,0.4493465021237025,0.3621941847195205
game rat hay mong co nhiều phan va hon nua,0.24098352569075912,0.3814900697966695,0.3775264045125714
tôi rất thích ứng dụng này mong ad luôn cập nhật giao diện game hay ạ,0.2636924002868937,0.25377416261598934,0.48253343709711694
hay luôn game này tui có,0.23189037147435906,0.4359694819599251,0.3321401465657158
vui lắm các nên tải về,0.22931454865708123,0.37257432237638727,0.3981111289665316
rất mong được nhà phát hành cho nhiều skin súng của mp và mp,0.24997618127549132,0.40181852095743875,0.34820529776706993
qua hay la dang co PROFANE ban tai ve nhe,0.22573280558485645,0.3775149927666125,0.39675220164853114
rat gay can va dan,0.3534426052957809,0.2513299344030278,0.3952274603011914
rất hay chơi vui nữa,0.2527533976797907,0.2705610930448876,0.4766855092753216
game rất hay tôi cho sao luôn,0.3159416260657887,0.29555730929806806,0.38850106463614315
game rất hay và sáng tạo độ hoạ game cũng rất đẹp,0.1591982697798808,0.20960563051151165,0.6311960997086075
game rất hay các bạn nên chơi một lần cho biết nhé,0.14755432426166443,0.4786957940445805,0.373749881693755
tôi rất thích phần mềm này,0.33136972901635847,0.15879453986811964,0.5098357311155219
game hơi lag nhưng rất hay,0.4030571534960847,0.26166879786568126,0.33527404863823407
đây là game rất hay,0.21444671103385723,0.3206396826406154,0.46491360632552736
các bạn nên tải về mà chơi,0.15813850337528582,0.5193052484318211,0.322556248192893
tôi choi rat vui mong co nhiều ban moi,0.247485279303085,0.2953551173605199,0.45715960333639516
ban nao tao cung choi nen rat hay,0.2934626049325212,0.33457877351019083,0.37195862155728804
tro choi nay rất hay,0.2768547611356617,0.21236431627840163,0.5107809225859367
hay quá rất thú vị,0.3077753140859639,0.19014183623470493,0.5020828496793311
game hay và rất vui mn nên tải về,0.1789080475817846,0.3388045481529214,0.48228740426529404
game giải trí rất đẹp và độc đáo,0.1454918699932153,0.245124420292871,0.6093837097139138
hay lắm đó anh em,0.20162702399209426,0.40827549459622964,0.3900974814116762
game rất hay nhưng cần ad cho thêm chế độ online chạy đua với chung với đối thủ ạ,0.267607415504807,0.3430880894966596,0.38930449499853353
rất hay và hấp dẫn nhất lịch sử,0.1666574485902328,0.2722958218484765,0.5610467295612908
game rất hay mình cho sao,0.24110279939080484,0.33476055429609136,0.4241366463131038
minh rat la ban moi hon toi mua nao thi no sang mua do,0.270047310529825,0.3792917248407037,0.3506609646294711
trò chơi này rất vui khi tôi thấy các bạn được nhận chìa khóa và được hộp quà tôi thấy rất vui khi chơi trò này trong trò này có huy chương mang là tôi điểm cao nhất nhì từ giờ tôi sẽ chơi trò này mãi mãi không xóa tôi xin hứa không xóa trò này mãi mãi không xóa,0.31525469562446856,0.3482668287216731,0.3364784756538584
tôi rất thích vì tôi mới tuổi tại vì nó có ghi thông báo cấm chơi như sao trẻ em dưới tuổi không được chơi quên luôn,0.23949263012811547,0.41242050319302176,0.3480868666788626
trò này rất hay và vui nữa,0.24393601346150798,0.21773242143152852,0.5383315651069634
game hay nhung chay it vang qua minh cho,0.31290664867150203,0.36546328955749624,0.3216300617710017
trò chơi rất tốt và hay lại khó nữa chứ cho nên tôi cho sao,0.3819057937784582,0.3062040710460972,0.3118901351754446
trò này rất hay và tuyệt mình rất thích trò này,0.1554922866231605,0.1298711855835763,0.7146365277932633
game này rất hay nên cho,0.2355256178893751,0.34727083694121247,0.41720354516941255
quá hay nhung va qua,0.35604508407423996,0.19364003860469678,0.45031487732106323
trừ cái ra thì ổn áp cực,0.2777027702496503,0.3550424853209032,0.3672547444294465
tôi rất thích này,0.21978406176435641,0.16798846448203764,0.6122274737536059
tro chơi này rất hay like,0.23120081397068426,0.2572638200856839,0.5115353659436318
no rat hay do PROFANE pan,0.29909251910419765,0.3311658967184731,0.3697415841773293
game rất hay và vui nữa,0.2103933946617638,0.2592437428591945,0.5303628624790417
game quá nhiều nhân tố bí ẩn như tỉ,0.35240195651208484,0.30939306344467593,0.33820498004323934
trò này rất hay nhưng cũng hơi khó mà qua ai nhanh tay thì mới qua được,0.34885842900275266,0.289289520669124,0.36185205032812323
p p p p p p,0.3437406764214455,0.3374917919624455,0.31876753161610905
quá hay hay hay ghe cho luôn,0.30843258732151607,0.26134681976121843,0.4302205929172656
tuyệt ok chơi tốt nhưng có nhiều quảng cáo,0.21010445676446127,0.3812573082601893,0.40863823497534946
tôi không có tác dụng gì đâu nhỉ các bạn ấy cũng không phải là một mình mình làm,0.34948723541798127,0.33118428799322064,0.31932847658879804
trò chơi này hay lắm luôn,0.2762223000425932,0.32332580522761417,0.4004518947297927
game hay và rượt đuổi cho sai,0.26689782889127495,0.4226335312899746,0.3104686398187504
rất vui và kịch tính,0.24546148085127867,0.2487223456873161,0.5058161734614053
nó gọi là cái trò này rất rất là hay lùn và thú vị nữa tôi đánh giá cao,0.34966324723866526,0.2800045540851373,0.3703321986761974
trò chơi này rất hay,0.25694928659638927,0.28290718209147975,0.4601435313121309
nó rất hay và tôi tiết kiệm rất nhiều đồng để mua các con,0.2124456463231703,0.23300204957108592,0.5545523041057437
chơi này rất hay rất hấp dẫn và và vui t,0.18141727333109467,0.2441745757709291,0.5744081508979764
chơi rất tuyệt,0.12475547653513891,0.16361013653294584,0.7116343869319153
hay tuổi thơ của tôi phải nói là nó rất hay tôi nghĩ nó là game hay nhất trên thế giới,0.2124657062013477,0.3271594951441432,0.4603747986545092
trò chơi hay lắm mn nên thử,0.23304797123266985,0.4520162624282306,0.3149357663390994
ok rat va hay co sao toi se cho ca,0.3254072538641113,0.3488351011015813,0.3257576450343073
game nay tui choi cam thay rat hay,0.24677937432826952,0.2978664300793868,0.4553541955923436
trò này cũng hay phết ấy nhỉ,0.22186229695206972,0.3064186160023994,0.471719087045531
tro choi rat hay choi rat da va nhanh gon nhe may,0.3390532723480613,0.20155511544848295,0.4593916122034558
rat la hat va no,0.27988603234042914,0.3138621770709279,0.4062517905886429
rat choi cai nay,0.27215534321946816,0.2833721439324021,0.44447251284812966
hay lam do PROFANE ban tai ve ma choi,0.34126628005128024,0.33310024324953996,0.3256334766991798
minh choi tro nay hay lam do nhe tro nay choi phe lam tai ve di nao,0.3055950253792852,0.31447244016888437,0.37993253445183034
game này rất rất hay,0.21966933486223722,0.25194142596901953,0.5283892391687431
choi PROFANE da với,0.3198106904067425,0.3104059567966888,0.36978335279656876
ok nhung co loi fly được,0.31759109765339205,0.3229431530520553,0.3594657492945527
rat la vui va hay,0.2515095590485351,0.2331356947704349,0.5153547461810299
tai sao may v k chay được tro nay toan bi loi thoi,0.42812290379136153,0.2548337646710506,0.31704333153758774
em sẽ lấy cửa em,0.30100560834805556,0.29456013054399777,0.4044342611079466
nè không phải hay phải nói là mắc hay luôn đó,0.2590623926978304,0.30790825710096786,0.43302935020120176
rất hay và dễ chơi,0.19580341608118995,0.27131214116836194,0.5328844427504481
ứng dụng này rất vui cảm thấy rất hài lòng lúc đầu nghĩ chơi đi chơi lại thì chán nhưng khi tải về chơi thử thì rất vui,0.28961577239045494,0.270381600329081,0.4400026272804642
có hay thật không đó,0.25744606930708835,0.3652904695941354,0.3772634610987761
ban so lo,0.20638851145204756,0.3906946192321268,0.40291686931582554
hay qua world cup qua,0.29794583621688825,0.2685942669953606,0.43345989678775115
game hay mà k dung cho may chan PROFANE,0.3368301462723882,0.34612162408245767,0.3170482296451541
game nat hay lam choi di,0.2712577968211942,0.36414782193491035,0.3645943812438954
game này tao thấy cũng được,0.30566215288097665,0.34905281779631064,0.3452850293227127
chơi rất hay và phê,0.13478065956543878,0.2488120714766364,0.6164072689579247
mình có đứng đầu bảng xếp hạng không nhỉ,0.25199207481826585,0.43217477452475217,0.31583315065698186
tuyệt chơi trò này vui ghê,0.21915534593822664,0.1875187527836704,0.593325901278103
game rất hay và ít quảng cáo với lại có thể chơi khi ki có,0.33379826124672224,0.31190555396654757,0.3542961847867302
trò chơi quá hay luôn,0.3209132292723335,0.2684851311310599,0.4106016395966066
tôi rất thích tựa game này,0.22545097888476023,0.27306541665165684,0.501483604463583
hay nhưng mong mở đầu nhanh một chút chứ hơi chậm,0.3186001670450057,0.3313901722248083,0.3500096607301859
dung lượng nhiều quá nên giảm lại,0.29866284838719576,0.3740663149075316,0.3272708367052725
tải đi biết vui lắm,0.31880678591147427,0.27602219558322183,0.4051710185053039
quá hay đồ họa quá đẹp,0.21566000691682202,0.16262023125776118,0.6217197618254168
game cũng hay nhưng mà tôi thấy nhân vật được đẹp lắm,0.29017750785853075,0.30188255026681854,0.40793994187465077
nó làm cho trẻ em nhanh nhẹn và thông minh,0.3107765602698118,0.30226185783305304,0.38696158189713525
tuyệt vời game vui vãi,0.12772121725496957,0.17222063080892597,0.7000581519361044
nó khá hay và giải trí bạn nào cho sao là sao rồi,0.23250765164605175,0.4332020535639852,0.33429029478996297
tro choi rat thu vi va co the thu gian,0.26900641884379706,0.39965003360484325,0.33134354755135975
tôi nhất định sẽ chiến thắng,0.3340961279834293,0.2947998838344148,0.37110398818215584
tôi thấy chò chơi này rất hay,0.263631050397841,0.2809548948137631,0.4554140547883959
khi mình chơi mình thấy rất vui,0.20875744319432488,0.267633039552619,0.523609517253056
mình chơi game này nó rất hay nên cho sao luôn,0.2135391265832546,0.3775941192350251,0.4088667541817203
qua hay toi da tu thu cho minh được roi chay ki lúc,0.3085773426149635,0.31144924946687874,0.3799734079181578
game hay like sự kiện vui rất thích,0.2194182532427553,0.1922646144073028,0.5883171323499418
qua hay nay co ban moi hay hon,0.25735942482757557,0.3123503279670539,0.43029024720537046
chưa choi nhung bit la rat hay cho s luôn,0.2823460838028038,0.28598296361244074,0.43167095258475546
game rat hay nen toi cho sao luôn,0.2955944719557685,0.32941846056172364,0.3749870674825079
đau mắt quá đi không chơi được,0.38641008316892267,0.298170946976118,0.3154189698549592
tro nây chơi rất hây,0.2679881838010296,0.33956882695904095,0.3924429892399294
tôi rất thích chơi trò chơi này,0.2278348192888332,0.3100902799613281,0.46207490074983876
nó hay lắm á tui thích trò chơi nài,0.21716393591911246,0.3724826814632153,0.41035338261767235
tôi rất thích trò chơi này nhưng tôi không tải trò này về được,0.30931923688996776,0.33697365938687474,0.35370710372315745
các chú xem lại máy của mình đi chứ game chơi mượt không lắc,0.2652165005569894,0.376765843343188,0.35801765609982245
phác họa nhìn rất đẹp,0.19427238362132057,0.15127981825207984,0.6544477981265995
game rất hay tôi chơi game này từ hồi nhỏ đến h,0.21185917767275342,0.4351902518435219,0.3529505704837247
tuyệt vời ông mặt trời,0.2309077830193011,0.18115257680555263,0.5879396401751464
tôi rất thích trò chơi này trò chơi này rất hay và trong gia đình tôi anh hai tôi chơi trò chơi này rất là vui nhộn tôi rất thích trò chơi này,0.2272710957583755,0.30738586832403,0.4653430359175944
hãy chơi phun sơn vì nó,0.29916186894820423,0.3757009461651735,0.3251371848866223
trò chơi rất hay chưa hay bằng,0.2471421622482081,0.34055216297846996,0.4123056747733219
ban chi van double click vao man hinh la được ak,0.2985445002235318,0.37945459544040294,0.3220009043360653
toi chua tung thay game nao,0.30712214884139205,0.3433119288248305,0.34956592233377737
mình chơi thấy vui lém,0.31210409203787903,0.3676749454778193,0.3202209624843016
hay lắm chơi rồi muốn khóc luôn,0.31157642084497106,0.3197380185074022,0.3686855606476267
tốt em tôi rất thích trò này,0.16803337006606806,0.20914927151355422,0.6228173584203777
không phải hay mà là quá hay,0.2824739961664965,0.23717846473215012,0.4803475391013534
game chơi rất vui tui mong có thêm nhiều điều tốt đẹp nhất v,0.1206901325646206,0.296405236567625,0.5829046308677543
rất vui và rất hay,0.2248597662606122,0.15076787317560483,0.6243723605637829
game rất xin cho luôn sao luôn,0.26508652200464417,0.354128638504079,0.38078483949127684
càng lúc càng nhanh hơn,0.34432916612547926,0.25590312054138437,0.3997677133331363
rat vui con choi vui nua,0.25689466646840237,0.2558763751333143,0.48722895839828323
chơi game nầy rất vui và nhẹ máy nữa tui rất thích đặc biệt là nó có thể giải trí cho tui,0.16248099454757514,0.30220254736025465,0.5353164580921702
hãy giúp en tải game này nhanh với,0.30482996288879516,0.3831178875729114,0.3120521495382935
trò chơi thật thú vị mọi người cùng tải về giải trí nhe,0.28169496721610054,0.3670372924197405,0.35126774036415886
rat hai va vui co cai moi,0.3011747479806513,0.3305885110982885,0.36823674092106023
thích lắm mọi người ạ,0.32465619769939746,0.299537237395021,0.37580656490558156
trò này rất thú vị,0.3478115974187035,0.24964059791818055,0.40254780466311585
tuyệt vời hay nữa các bạn tải về chơi đi,0.10335722424563842,0.34760970253456047,0.5490330732198011
rat la cc hay nha cl d,0.2677360480008124,0.32179731259872657,0.4104666394004611
sao cho huy đẹp trai nhất thế giới,0.25952065188720713,0.3077974841304757,0.4326818639823172
tax chi ten ask by he habit f ask all ask r e g,0.31988552096962725,0.36529126929281264,0.31482320973756006
tôi không biết mô tả cảm ơn vì lời mời,0.3562968015302628,0.3055212858110459,0.3381819126586913
chơi rất vui mn ạ,0.2327735064364996,0.2875968677412095,0.47962962582229085
toi rat cho choi nay rat hay,0.2599286025600519,0.20697666498419098,0.5330947324557572
toi thích tro chơi này nhung rat toi không tai được trò chơi này đành chịu thôi bye nhe,0.3303010879300993,0.31903369992578035,0.35066521214412033
tôi rất thích game này,0.21023039254850728,0.24259063295887842,0.5471789744926143
rat hay toi rat tro nay,0.25967472505445627,0.20831324170079155,0.532012033244752
chơi game vui vẻ và hạnh phúc của tôi,0.2819857224724994,0.3703734510649711,0.3476408264625294
minh rat cho nay,0.29001071072219675,0.25780829373360653,0.45218099554419683
nó không tốt cho lắm,0.4425701671849282,0.21370258036560852,0.3437272524494633
hay không thể tả nổi,0.32442077653704005,0.2544058934496553,0.4211733300133046
hay nhung kho kim,0.34933256854701344,0.33586423239878377,0.31480319905420284
rất kịch tính rất vui,0.22314731003003288,0.21158688763220426,0.5652658023377628
rất tốt tôi rất thích,0.12529008003676242,0.12842341331424215,0.7462865066489953
game này hay nhưng nhiều dung lượng quá mong giảm lại để có thể chơi game nhẹ và bớt hơn,0.24029961165589311,0.3776320953515236,0.38206829299258327
các bạn cứ vui vui,0.21371960724734132,0.3605093622738657,0.4257710304787931
nói chung là hay thui,0.314523104771808,0.22875659772701923,0.4567202975011728
mẹ rất đẹp mẹ rất yêu chúng con mẹ là người tốt nhất trên đời,0.15827824866386214,0.34287115481966857,0.4988505965164693
quá nhanh quá nguy hiểm,0.33174013218019494,0.24794367039293025,0.4203161974268747
tôi chơi chò không cần mạng mà vẫn chơi được nen tôi thấy rất là vui,0.27120415032398254,0.3662385510775074,0.36255729859851
tôi rất thích những trò chơi như thế này,0.3074986436655412,0.2722807632508576,0.42022059308360116
hay và vui và đồ họa rất đẹp,0.16353828293322636,0.2442895127608751,0.5921722043058985
trò chơi rất hay và giải chí nên tôi đánh giá sao mọi người vào chơi cùng mình nhé xin cảm ơn rất nhiều ạ,0.1760884194058178,0.46782103314166784,0.35609054745251423
trò chơi game vui vẻ và thú hết,0.32407479292623603,0.36087584294465247,0.31504936412911144
quá hay nhưng từ từ nó chạy nhanh quá,0.2822252359429555,0.1998860181755824,0.5178887458814622
chò chơi này khá là hay,0.22737878063801129,0.3418640609168109,0.4307571584451779
game rất hay và được nữa cho sao,0.26057152779280074,0.31912147742372304,0.4203069947834762
theo toi thi tro choi nay hay,0.29522854852224284,0.3101957237861924,0.39457572769156474
mình choi được o x,0.24360582233779057,0.3344645107404704,0.421929666921739
chơi khá vui thu hút,0.25784198344407194,0.3192504054653142,0.42290761109061387
trò chơi này vui lắm,0.3272424756736411,0.33863943377606687,0.33411809055029196
chơi rất vui nhưng nó còn thiếu một chút,0.2575586894465915,0.38424990138452486,0.35819140916888353
tốn mb quá à lại thì tốt nhất,0.30720162383241695,0.24073321754260918,0.452065158624974
game choi rat da vay không can,0.30417767227285364,0.34621754735651494,0.3496047803706313
kia game này cho trẻ em bây giờ toàn cao thủ chơi,0.34666950809528657,0.3396313766155162,0.31369911528919736
yeah this game good,0.23408583536677585,0.3262076554055231,0.43970650922770105
game chơi hay nghiện luôn,0.1803729481027743,0.4624212194338135,0.35720583246341225
rất hay nhưng cho chế độ nữa là ok nha ad,0.2622542628055332,0.33150448427209206,0.40624125292237473
anh đây k cập nhưng chỉ cs em,0.28366894372352786,0.3706493634718532,0.3456816928046189
game này rất là hay luôn,0.2256100888340762,0.29101362292298194,0.4833762882429418
game đây đúng là thật thu vi,0.2130225601974481,0.33468097372473576,0.452296466077816
hay quá không cưỡng được,0.3583065690720226,0.19683503795238172,0.44485839297559565
chi nhu la PROFANE,0.2240714351364049,0.4265140529264293,0.34941451193716583
phe qua PROFANE oi,0.2855445186594214,0.30062705484135444,0.41382842649922413
game rất hay tôi cho seo,0.29826434180060024,0.2680843556994816,0.43365130249991823
hay PROFANE choi thu di,0.25834339742983325,0.343532738291616,0.39812386427855084
chơi năm nay vẫn thấy hay,0.24590963906112273,0.35563205545613485,0.39845830548274236
game này chơi rồi rất hay,0.24324699253045481,0.3256800342881027,0.43107297318144255
lâu bỏ rất hay,0.29636013576269143,0.15992174891137703,0.5437181153259316
tôi thấy nó thật tuyệt,0.2587284664527483,0.16546646411673588,0.5758050694305157
có chị nhé các bạn chiều cao và,0.1285022514689029,0.5079161144131755,0.36358163411792155
trò chơi này rất hay và cực kì dễ chơi mọi người nên tải,0.22198009406901997,0.348936118374867,0.42908378755611315
hay nhưng k được,0.3089331038641416,0.36881889979397275,0.3222479963418856
chơi rất hay nhưng đôi lúc có hơi dựt dựt sao ấy,0.30247082783854234,0.3858315749673676,0.3116975971940902
game hay đấy mấy chú,0.19871731433290502,0.4353427092456483,0.3659399764214467
không còn gì tả nổi,0.4205173632232467,0.2374769914053757,0.3420056453713776
game rất thú dọ t r game này,0.27951499133202423,0.32875155049325117,0.39173345817472466
trò chơi này hay lắm,0.2909571933712699,0.34217670335939576,0.36686610326933433
tôi thấy game rất hay và mỗi khi đi học về thì tôi luôn mở game lên là có thể với tôi là vậy,0.26121377102577437,0.32355157939594675,0.4152346495782789
tôi chơi rất hay và hấp dẫn,0.17039026011698977,0.30719211623056253,0.5224176236524477
hay quá mong game có nhiều cập nhật hiệu ứng ván,0.22508851452306158,0.31669724958651085,0.4582142358904276
nó cũng hay nhưng con vài chỗ có lỗi mong chỉnh sữa,0.31713351349459834,0.3327052117507279,0.3501612747546738
hay quá nên tại nhà,0.20896295933765346,0.35393681471110805,0.4371002259512384
lâu rồi mới năm mà vẫn thích chơi,0.3358944700071475,0.3172637142318333,0.34684181576101925
chua troi nhung thay rat vui,0.316262737931038,0.2635374893483208,0.42019977272064124
trò chơi này rất là hay nó giúp em giải trí sau những giờ làm việc mệt mỏi em cảm ơn anh rất nhiều ạ,0.23939526055919322,0.3282736078507926,0.4323311315900142
choi rat vui nhung con hoi bi dung sua lai,0.33952424841181084,0.23461981156126213,0.42585594002692706
game này hay lắm mn nên tải về chơi nha,0.1876265804919926,0.4726068251834474,0.3397665943245601
k noi the nao nhu ma tro choi nay rat hay,0.2964490407886922,0.269843895684189,0.43370706352711874
độc đáo thật hay hơn run man,0.32473455096022946,0.31403071442728114,0.3612347346124894
chơi quá hay luôn nha,0.2951853858570922,0.28781135654126955,0.41700325760163826
cho chơi này rất hay,0.24491003470144465,0.27410059745934107,0.48098936783921414
tro rat la voi luôn,0.2193974570540945,0.2833090059114536,0.49729353703445195
