Content,Label
cửa hàng nguyễn thị tú tân mình mua đồ tầm xấp xỉ tuần mình cũng đàng hoàng bán hàng cho mình là ngọc tiên khi tính tiền xong mình ra cửa mà còn nghe bạn tiên đứng ở trong chửi mình là cái bill đó của thằng chó đó nó đòi in chứ ai vậy mà có quản lý áo đen đứng đó nghe nhân viên chửi khách cũng more nói gì,0
nên về dạy lại nhân viên và xem xét người đứng trơ ra nghe nhân viên chửi khách thì có đáng làm quản lý của cửa hàng hay không,0
mình chỉ yêu cầu in bill cho mình thôi mà mắc gì chửi mình là thằng chó,0
mình ủng hộ cửa hàng các bạn mà sao các bạn khinh khách hàng dữ vậy,0
sẽ không bao giờ quay lại nữa mua đồ trả tiền còn bị chửi lúc đó có quản lý đứng đó còn không thèm nói gì thì mình có quay vô nói cũng chẳng được gì chi bằng lên đây góp ý và mọi người thấy còn hơn,0
cho mình hỏi ở cửa hàng mình có k ad ơi và giá bạn vậy,0
quá thất vọng về chất lượng,0
cảm giác như bị tráo hàng quá thất vọng,0
tu sang den nao cung không ai nghe dt,0
bán trả góp quá đắt,0
làm ăn rất mất uy tín nhận máy sửa chữa lần không hết lỗi càng sửa càng nghiêm trọng,0
đặc biệt là việc nhận ào ào rồi đến ngày hẹn lấy máy thì báo chưa check kỹ lại lùi ngày để xem lại vẽ thêm lỗi cái này cực kỳ ghét,0
thề không bao giờ lại và sẽ tổ chức bóc phốt cửa hàng này,0
bỏ k ra thay pin,0
để nhận về hỏng loa trong và viên pin còn tệ hơn cả viên pin cũ,0
liên hệ thì đùn đẩy trách nghiệm các thứ chán chả buồn nói nữa,0
mọi người chú ý mua máy mới còn nguyên seal hay không,0
shop bán điện thoại đã qua sử dụng sau khi xóa trắng lừa rồi khách hàng,0
thắc mắc thì không trả lời mong shop sớm làm ăn thua lỗ hình ảnh mới mở máy lên đã có trong khi đó chưa cài đặt gì,0
cửa hàng làm ăn bố bảo hành cho khách,0
không biết chất lượng sản phẩm ra sao nhưng tác phong phong cách phục vụ quá bao giờ quay lại lần,0
bán hàng như lừa đảo bán xong cái quay ra thay đổi độ,0
tư vấn online chậm không nhiệt tình,0
mới mua được mấy hôm xong tự bắt khách thay pin trả tiền mình gọi đến tận quản lý mới đồng ý thay cho khách,0
trước khi đi mua thì nói như hát hay bảo sau có thu mua lại xong giờ nhắn lại bảo không mua nữa,0
tư vấn quá chán đt gọi thì không ai lúc gọi lại thì đùng đẩy qua lại không chịu tư vấn trách nhiệm đặt máy cho đã gọi nói không thấy với tên bó tay rồi kêu đưa tiền ship k trước ủa z ròi s kiểm tra máy mà đưa tiền trước chính sách gì kì z,0
ép hỏng màn mãi thêm cho mình cái nịt đến là bực,0
lừa đảo máy móc hàng đểu dịch vụ thì kém,0
trải nghiệm mua máy và thay sửa ở mc ngày mình có mua điện thoại ở đây và tối đến mình có ra thay pin cũng như dẫn bạn mình ra ép kính s luôn,0
màn hình k bị hở sáng,0
lúc cầm máy về mình cũng chủ quan vì nghĩ thay pin nên chắc không ảnh hưởng đến màn nên chỉ test chuông và tết qua màn,0
nhưng đêm về tắt hết điện thì mình mở độ sáng cao lên thì phát hiện màn có mấy chỗ bị hở sáng và chuyện không may bắt đầu từ đây,0
trưa nay tức ngày mình có qua để hỏi thì người ta cũng giúp đỡ và kiểm tra giúp mình,1
điện thoại chất lượng kém vừa hết bảo hành thì hỏng màn hình khuyên gia đình người thân đừng bao giờ mua hàng ở đây,0
làm ăn vớ vẩn mua máy ở đây xong muốn bán lại đổi máy khác không hỗ trợ thu mua lại,0
đéo hiểu thế lag thế nào hay không tin tưởng máy của chính mình bán ra,0
đi mua đt mà bắt đi gửi xe trong khi có thể để thêm được chiếc bên ngoài bảo vệ vẫn có thể trông,0
khỏi muốn vào nữa luôn,0
xem đánh giá thì toàn thấy nhiệt tình chắc ra cửa hàng thì vậy chứ bộ phận online toàn trả lời tự động hỏi cũng như không copy lặp đi lặp lại,0
rất muốn mua hàng mà hỏi cái gì cũng bảo đã lưu thông tin sẽ liên hệ thì mua kiểu gì,0
shop không nhắc tới dán cường lực cho giá m mua về rút ra xong bán lại bà con cẩn thận làm ăn cợt nhả đó mất thêm tiền,0
tư vấn online dài dòng không trả lời đúng câu hỏi làm tốn thời gian của khách hàng,0
hỏi trên trang kêu có đến cửa hàng thì kêu hết chỉ còn lại đắt hơn hỏi lại cửa hàng vẫn kêu không có,0
về phản ánh lại bên trang chỉ xin lỗi và không đưa ra bất kì hậu mãi nào thêm như tới tận nơi lấy máy nay thì mưa,0
chăm sóc không quá tệ nhắn tin page và cmt hỏi không trả lời gọi thì không được,0
suốt ngày share bài linh tinh chứng tỏ cũng không phải bận bịu gì nhiều mà có cái tin nhắn khách hỏi tư vấn cũng chậm nhắn toàn thấy tin nhắn tự động trả lời k thấy mặt mũi nhân viên đâu,0
mua máy ở đây mấy lần rồi thấy nhân viên bán hàng thì tốt mà bộ phận online chán khỏi bàn luôn,0
thay pin thay màn xong mất vân tay đem qua bảo hành thì nhân viên bảo vân tay ẩn đòi k chán chi nhánh trần quang khải bên quản lý đt kêu lên sửa trước mặt cho xem nhưng đem lên nó giả bộ đem vào phòng bắt đợi tiếng xong đem ra nút hôm bấm đéo ăn luôn tui bây nói máy tao bể màn lúc không kiểm tra được thì tui bây bật camera ngày giờ more nhận máy vân tay lúc đó vẫn còn dùng được ngày mất luôn nút hôm lúc được lúc không thai pin về dùng rất nóng và tốn pin thay cáp sạc thì thay đồ cũ cho khách chập chờ lúc ăn lúc không tiếp tân cố tình làm khó và kho hiểu gì về máy nói chuyện rất khó nghe,0
chăm sóc khách hàng chán các bạn lắm,0
mua con hổ vằn đổi lần cái vẫn lỗi,0
dùng không được nổi tháng,0
hết lỗi nọ đến lỗi kia chán luôn,0
cửa hàng mình nên xem lại lô hàng nhập,0
toàn để giá ảo đến shop thì hướng sang máy khác nhắn tin hàng tháng không trả lời,0
mua t cách đây năm khi mua được miễn phí dán chống xước các bạn hứa hẹn a sang thay chống xước thì e thay đến nay sang thì k nhận bảo xuất hóa đơn a cầm về r dữ liệu thì xóa thông tin khách hàng lấy lí do hệ thống,0
trải nghiệm lần và không bao giờ quay trở lại,0
thay kính t xong nhân viên kĩ thuật làm hỏng màn zin,0
thay pin f thì thay xong sập nguồn sau tháng thì từ sạc đầy về trong p r sập nguồn,0
mua máy mới thì đợi tiếng mới có máy và thanh toán xong,0
đăng tin nhảm nhí quá nhiều,0
minh mơi ma con x được ngày do không sử dụng đến mình muốn trả mà bên mobile không hỗ trợ thu hồi sản phẩm của minh,0
fan page đăng vớ vẩn,0
không liên quan điện thoại,0
qua cửa hàng hỏi nhân viên trả lời tạm hết hàng,0
nhắn tin không ai tl,0
máy ở đây không đúng với sản mà cửa hàng quảng cáo ra cửa hàng xem thì hết hàng,0
chả hiểu bán hàng kiều gì gọi điện thoại bảo có mà đến cửa hàng bảo không có quá chán,0
thái độ của nhân viên phục vụ tại mobile city rất thiếu chuyên nghiệp,0
mình gọi dt hỏi con lock gb còn hàng không thì bảo còn,0
đến mua thì nhân viên lại bảo chỉ còn loại thôi,0
cảm thấy rất ức chế,0
đã thế thái độ của nhân viên nữ còn tỏ ra rất khó chịu,0
ghé qua cửa hàng này nữa,0
mình đặc mua lock gb mà nhắn mãi không thấy trả lời,0
không biết chất lượng ra sao nhưng trước mắt thấy rất thiếu chuyên nghiệp,0
bên mc mà có chế độ hỗ trợ khách hàng thu mua máy và hỗ trợ khách hàng lên đời máy nữa thì tuyệt vời đặc biệt là các sản phẩm,0
máy vừa sửa xong đến lấy thì bung nắp lưng gắn lại về nhà vẫn tiếp tục bung,0
không biết sửa kiểu gì mà hỏng thêm cả màn hình không biết thật hay là lí do để luộc đồ,0
phiếu bảo hành thì ghi sai tên máy,0
thái độ phục vụ nhân viên rõ chán,0
nếu có sao chắc mình cho luôn,0
nói thật câu các bạn làm ăn thái độ rất lịch sự nhưng mà chuyên môn với chất lượng thì quá kém mình xin phép không dùng từ bố láo,0
thay kính lúc đầu kêu vỡ biết không phải thay xong sau thì kêu phải thay mất k,0
khách không thay nữa thì mãi không trả máy lại rồi bắt khách đi bộ qua lấy cũng chẳng more lắp lại máy cho khách,0
làm ăn không đặt cái tâm cái đức vào thì không bao giờ tốt được đâu các bạn ạ nói vậy cũng đủ hiểu không bao giờ mình tin tưởng và nghĩ đến mobile city khi quyết định mua hay sửa chữa điện thoại nữa dù mình rất lịch sự và dễ tính rồi thân,0
mình mất tiền mua miếng dán cường lực hết k thì được tặng cái ốp lưng,0
nhưng mà không biết shop cố y hay vô ý mà bán cho mình cái cường lực không vừa máy tý gì quá bé so với màn hình còn cái ốp lưng thì thà không tặng còn hơn cũng không vừa và quá bé,0
nói chung là cái cường lực và ốp lưng hoàn toàn của máy khác,0
dán cái cường lực chỉ làm mất thẩm mỹ của máy mình,0
mong shop sớm phản hồi để mình còn biết,0
mình có mua con mi ở đây cho cô thời gian có hiện tượng loạn cảm ứng rồi hiện chấm màu trên màn hình,0
mang ra cửa hàng bảo hành thì thái độ của nhân viên khá khó chịu,0
chả hiểu nhân viên ở đây coi khách hàng ra gì nữa,0
thật tình cũng muốn cho mc lắm nhưng thật sự thất vọng về mấy cái mớ phụ kiện theo cây note vừa mới mua mình biết mua máy cũ thì sẽ không bằng máy chính hãng nhưng trên web thì để đường đến khi nhận hàng thì chuyển tiền xong thì được báo là không có sạc nhanh sau khi mình dẫn chứng vòng vo mới được cục sạc và đỗ cho trương trình km more nắm bắt kịp cái này mình không tin vì mình mua ở mc lần này nữa là cũng máy rồi,0
mình đã đồng ý là bên shop báo bên shop hết hộp note thì mình sẽ lấy gậy nhưng những món phụ kiện như tay nghe que chọc sim này kia đăng trên web ít nhất cũng phải có đằng này khui ra không có gì hết ngoài cục sạc dt cho nhân viên thì trả lời là không more,0
rất ghét cái kiểu đăng lên web xong ra thì không có hàng,0
website như để làm cảnh chẳng cập nhật hàng còn hay hết,0
mi đề giá rõ rẻ nhưng không bao giờ có hàng giá đề mặc định cực rẻ câu khách là giá của màu đen mà màu đen bới cả hà nội cũng chẳng có thì đề làm gì,0
xem trên web thấy còn hàng,0
gọi điện hỏi thì bảo là hết hàng đã thế giá thì giảm liên tục tưởng sẽ mua được cái về dùng,0
làm ăn thế thì làm làm gì,0
nhân viên kĩ thuật tầng ghét thế kb,0
không thích mua hàng từ xa mà phải chuyển tiền tiền trước cho lắm khi nào quảng ngãi có chi nhánh sẽ ủng hộ,0
đi từ thái nguyên xuống mà hỏi máy gì cũng k có,0
đúng kiểu treo giá rẻ hơn nhưng ảo k có hàng bán,0
vô cùng thất vọng vụ tăng giá blackberry passport bản pháp,0
nhưng tư vấn thì quá tệ,0
tay nghề kĩ thuật viên quá con m qua thay pin lúc ráp lại vỏ hở tìm lum lại còn keo vào nữa cho sao là đã quá hào phóng với các bạn rồi,0
hôm nay đến chi nhánh cầu viên bán hàng khá nở hơn nhưng kiến thức hơi hạn bác kỹ thuật thì m vẫn thích thái hà rất ấn tượng với quả tv hàng nên bổ sung thông tin về dòng tv này,0
đặt trước hôm bảo chuyển phí k cho mc,0
rồi lại bảo không chuyển phát đi xa được do s đen và trắng màn hình ám vàng sợ khách trả trong khi mình sẵn sàng chuyển tiền,0
bảo giữ giúp mình s màu đen g ở đó đến ngày mình qua lấy,0
ok em sẽ bảo kĩ thuật check và giúp anh,0
đến gọi đến bảo còn more vàng màu đen hết rồi tôi quan trọng chất lượng chứ không phải vì cái màu vàng mà phải bỏ thêm,0
bảo giữ máy s đen cho mình từ hôm qua mà đến chưa đến ngày hẹn lấy được đã báo hết,0
thế là các ông bán máy tôi đặt hôm trước cho người khác rồi còn gì,0
làm ăn kiểu gì vậy,0
mất công mất buổi thế thì sinh ra dịch vụ bán hàng từ xa rồi đặt hàng trước làm mẹ gì,0
cứ thằng nào đến trước bán trước cho nhanh chứ gọi điện đặt hàng các kiểu làm gì,0
thái độ bảo hành kem và chất lượng máy quá kém,0
được hơn tháng thi bị nỗi dưng dùng bị sập nguồn va bị nỗi màn hinh,0
sang sửa chưa báo giá sử triêu mốt luôn minh đem ra ngoai sưa k dùng ngon cha sao,0
mình muốn mua em lock nhật xem có tr đến sáng nay xem thì nên tr,0
đánh già thì hơn đánh giá không tốt,0
muốn mua v online thì thế nào ạ k được test tận tay nên lo ngoại hình k được,0
nói thiệt chưa gặp cửa hàng nào tệ như vầy thái độ của nhân viên khi thấy khách mua hàng hỏi trả lời giống kiểu không cần khách vậy,0
tư vấn online bận mà đến nơi thấy toàn ngồi chơi gọi điện thoại để hỏi còn hàng k thì máy bận đến lúc đổ chuông gọi cả chục cuộc không ai bắt máy đến nơi thì bảo là hết hàng không có vậy cho hỏi không có thì dán chữ hết hàng lên cho người ta biết chứ làm gì mà phải giảm giá điện thoại để thu hút khách,0
trả lời khách trên page và web quá chậm,0
thay màn hình z mang về không bật được camera gọi hỏi bảo hỏng camera và cửa hàng đang hết,0
mang ra thay thì họ bảo main z bị chọc ngoái hỏng hết không phải tại camera,0
cái màn hình mới thay thì đốm sáng lung tung,0
bị mấy thằng lừa đảo điên hết cả tiết,0
mình không hài lòng về bản rom mà bên mc cài sau khi cài lần với số phiên bản rom cho note thì nó vẫn thế,0
vân tay dùng được mấy ngày thì chết ngủm luôn khởi động lại máy mới dùng được,0
chán chẳng muốn ra cài lại máy,0
cạn lời tha thu lời luôn còn phần còn lại thì ổn,0
muốn đặt em note bên shop mà nghe mấy bài đánh giá của mọi người về shop nên đành thôi mua máy đã thế lúc bảo hành chắc k khác mình đi ăn xin shop,0
xem cái giá thay kính zen thấy ghi rõ ràng là k tưởng rẻ ai ngờ mang máy về cầu giấy thì họ bảo là giá đó là giá thợ nhập bảo giá chính thức là k thay màn thì bắt chờ lâu còn chậm hẹn p nhớ đời,0
lần trước qua sửa màn hình điện thoại lúc trước khi đi vào web xem giá lỗi màn hình của mình sửa hết k vậy mà đến nơi báo lỗi y như vậy và tính giá k,0
sau đó bảo mình ra ghế ngồi chờ sau khi chờ được mình hết kiên nhẫn nhắc nhân viên bao giờ mới đến lượt mình thì nhận lại được câu chị cứ chờ thêm đi,0
lúc đó mình khó chịu quá rồi more bảo định cho chờ đến bao giờ thì lúc đó nhân viên mới lấy máy và nhận sửa cho mình,0
và tất nhiên hôm đó không phải chỉ mình mình ngồi chờ mà rất nhiều khách khác cũng trong th như mình,0
cuối cùng h sáng đi sửa và được hẹn h chiều mới lấy máy,0
đề nghị chủ hàng xem lại giá cả trên web cũng như cách hành xử của nhân viên,0
k thể chấp nhận được kiểu làm ăn kinh doanh của mc nữa mc bán hàng dựng mc làm ăn thất đức treo đầu dê bán thịt chó khách bỏ tiền mua lại bán máy lock dựng làm ăn kiểu này thì không trụ được lâu đâu bực mình,0
lock gb giảm giá liên tục nhưng chỉ là giá ảo,0
gọi đến thì báo hết hàng liên tục,0
trang page đăng tin vớ vẩn,0
đang định mua máy ở đây nhưng thấy có phốt này nọ lại chả dám mua nữa,0
công ty từ vấn mập mờ làm ăn không rõ vấn một kiểu đến shop thì nhân viên nói một kiểu,0
một kiểu làm ăn ép khách và mất khách luôn,0
không bao giờ có ý định mua gì tại shop nữa khỏi giới thiệu khách luôn,0
thái độ phục vụ của đội ngũ mới ngày càng kém chắc do đông khách quá nên mua cũng được mà không mua thì cút đây,0
từ giờ sẽ không quay lại lần nào nữa,0
xem máy không vừa lòng muốn đổi máy khác để xem thì mặt nặng mày nhẹ tỏ ra không muốn phục vụ thái độ khó chịu,0
đã sai lầm khi mua hàng tại đây,0
chua thấy đâu nhu mc gọi điện hỏi còn hàng không nói còn tiếng sau lên thì bảo chị đợi e đi lay đúng hon mình mà k hỏi thì mình đối đến sáng lại lại bảo là bây gio k lay được hàng về tóm lại một câu là méo có hàng làm ăn kiểu này mc mất uy tín quá đầu và lần cuối qua,0
buồn một nỗi là mobile city chưa fix được hết các lỗi trên lock chạy,0
đến tự nhiên đang dùng biết xảy ra tình trạng máy k lên màn hình trong khi pin còn,0
nút home và nguồn k bật được,0
mua con mi về thỉnh thoảng lướt web được hơn tiếng đã hết sạch pin trong khi máy khác dùng tiếng,0
mang đến cửa hàng thì nhân viên bảo cài lại room cài lại xong thì vẫn thế,0
chán chả muốn mang bảo hành,0
thấy các cho sao toàn ảo và mới thành lập được tuần có đứa ở sóc trăng chạy bộ ra ch thái hà để sửa đt về thật là nhà giàu,0
làm ăn vô cùng chán và thiếu trách nhiệm,0
định mai qua mua con đt cùi ram g dùng tạm,0
mà vào đọc rì nghe ớn quá vậy,0
là lần đầu mua máy ở đây và cũng là lần cuối,0
m mua ở cho người nhà ở xa nên ngay sau khi mua máy ở đây đã gửi ngay về nhà nhưng khi nhận máy thì gọi điện lên bảo là dây sạc trong hộp không phải loại cho máy,0
do có việc nên về tận nơi thì thấy là cáp trong khi là,0
nhưng khi more cửa hàng đổi thì thái độ mấy bạn nhân viên tỏ ra không được thoải mái cho lắm lại còn hỏi câu rất ngây ngô thế một tuần rồi bạn không sạc máy à,0
mình nói thật người khó chịu phải là mình mới phải,0
thất vọng với cách phục vụ của mấy bạn bán hàng mấy hôm trước mình có đến lấy s lock mua hộ đứa em vì trước giờ mình cũng mua nhiều lần của cửa hàng rồi thấy dùng ổn nên mua tiếp,0
mình hỏi mang cho mình máy để xem thì bạn cũng mang ra bình thường xong mình test lúc không ưng lắm vì máy tụt pin nhanh với lại máy hơi xấu mình hỏi cho xem more máy nữa xem thế nào thì bạn bán hàng bảo hết rồi làm ngơ như kiểu không muốn cho mình mua máy vậy vừa nói xong thế là cũng có người đến mua máy s thế là bạn lấy đâu ra chiếc nữa trong khi mình vẫn cầm máy trên tay mà bạn ấy bảo hết máy rồi,0
thật sự không hiểu cách bán hàng như vậy là muốn khách đến mua hay muốn đuổi khách nữa,0
cuối cùng mình đành trả máy ra về vì cách phục vụ của cửa hàng như kiểu không tôn trọng khách vậy,0
các bác làm ơn cho mình hỏi có ai đã từng thay màn hình mi chưa ạ,0
e đi bảo hành cái bị đốm trên màn về,0
kết quả màn ok nhưng phát sinh lỗi là mất đèn phím điều hướng hở sáng màn hình ở cạnh đáy,0
phản ảnh lại kỹ thuật thì họ bảo mất đèn là do mất tấm phản quang tấm này đi liền với mỗi,0
giờ không khắc phục được,0
chán hẳn cửa hàng uy tín mình từng mua con máy ở đây,0
lần đầu bảo hành nhưng thật sự không ưng ý nếu k muốn nói là khá thất vọng,0
hôm bữa qua hỏi cho bà xã con note mà mấy em nhân viên cứ khinh chê mình mua máy tàu hay sao ấy,0
nói chung mc làm màu được vài bữa bỏ ra thêm mấy trăm sang hẳn hay mua cho đỡ bực mình,0
hôm trước em có mua cục pin của shop sau khi về dùng em thấy nó dùng được cỡ h thì em có tải ứng dụng battery life thì nó báo bin chai trong tình trạng rất tệ liệu pin có sao không shop mong shop tư vấn giúp em cái,0
mua bộ phụ kiện ở đây mà chán quá,0
mình thay kính ở đây giờ mới chụp tự sướng thì mất camera trước rồi,0
cảm thấy thất vọng ra ý ạ,0
mùng đứa em m có mang con bị treo logo sang cửa hàng m để up rom hộ vì m có xem bài viết trên mạng thấy bảo up mà đến nơi,0
ngày trước mình đến hỏi mua s lock gb màu máy thấy móp với xước yêu cầu đổi máy đợi rất lâu cho xem cái thứ mình cũng thông cảm vì khách thứ more thì bị ám hỏi nhân viên thì nhân viên bảo cái nào cũng bị ám k ít thì nhiều với thái độ rất bình biết máy toàn đểu cả hay sao,0
rồi mình xem cái thứ cái này ổn nhất nhưng test vân tay k nhạy tí nhân viên làm như kiểu mình k biết test và thái độ khó bạn nhân viên test lại được k nhạy lắm sau khi xem xét hồi thì mình quết định mua vì sợ nhiều quá,0
khi mua máy về thì máy k bắt được khi bắt được thì cực yếu và nhanh bị mật khẩu đúng nó vẫn báo sai,0
pin thì vừa báo phát tính trung bình tụt,0
sóng k bật g vẫn vạch,0
đồng thời đề nghị cửa hàng test kĩ chất lượng máy,0
vỡ mặt kính mang ra đây thay ép mặt kính xong dùng được ngày màn hình lúc tối om gạch dọc nhằng nhịt cảm ứng lung tung,0
phải mang sang bên khác thay màn,0
cho hỏi đã có rom quốc tế cho m note chưa,0
đợi tuần rồi không thấy phản hồi gì,0
hôm vào bảo máy bị mấy lỗi đơ thì kêu là cái này lỗi phần mềm thôi r máy này mới bên mình cũng chưa rõ số cái,0
bảo cứ dùng xong bên mobile sẽ gọi lại đến kiểm tra,0
xong cũng không thấy gọi lại,0
sau ngày quay lại thì vẫn miếng dán màn hình như ngày đầu tiên mua máy,0
ốp hỏi thì nhân viên cụt lủn câu k có,0
còn cầm cả giấy bảo hành của mình,0
hết sức bực mình và mất tin tưởng vào cái gọi là bảo hành vàng,0
muốn mua cái máy mà gọi điện cho chủ cửa hàng lúc nào cũng máy bận,0
phong cánh làm việc thiếu chuyên nghiệp có lẽ sẽ không bao giờ đến đây nữa,0
vớ vẩn sáng chủ nhật gọi hỗ trợ trước phi xe gần km đến nơi đóng cửa,0
minh mua may o cua hang gan,0
giu gin may hon ca vang,0
roi may bao loi sim,0
mang ra cua hang giu may lai ngay sau den lay may hong roi em a moi,0
người tu ve c hang nay,0
không có gì để nói,0
đăng cho mua lại không có,0
thường trả lời trong vài tiếng,0
s gia bao nhiều day ban,0
góc khó hiểu khi mua nguyên seal tại hôm nay mình mua con mới nguyên seal tại vạn phúc hà đông,0
tuy nhiên về mới để ý tai nghe đã bị kích hoạt từ,0
mình có more qua lại cửa hàng thì nhân viên đó giải thích là sản phẩm đều tính ngày kích hoạt từ khi họ nhập hàng,0
mình thấy điều này rất vô lý vì trước mình đã từng mua thì đều đủ ngày bảo hành,0
tuy nhiên khi check các sản phẩm khác tại cửa hàng đó thì tất cả đều chưa kích hoạt,0
các bác cho em hỏi như vậy có nghĩa là em đã mua phải trôi bảo hành nhưng lại phải trả tiền hàng mới không,0
nhưng như thế mình vẫn không thấy vừa ý khi mình bỏ tiền mua sản phẩm mới tinh nhưng nó lại không như thế,0
chất lượng sản phẩm tốt và dịch vụ tốt,1
luôn âm thầm theo dõi cả năm nay không bỏ video cell càng lớn mạnh đồng hành cùng cell,1
đánh giá rất chi,1
mình rất thích chỉ tiếc là không có điều kiện,1
không có gì để bàn cãi,1
rất hay và bổ ích,1
quá tốt so với quy định,1
b ơi cho m hỏi,1
g lên được chưa hả b có ổn định k,1
cũng khá giờ mình đang phấn đấu thành vip member thẻ thành viên ở vọng là nhiều chương trình tri ân khàng,1
mua ở đây rất an tâm nhân viên tư vấn nhiệt tình,1
chưa kiểm tra gì đã bung máy ra,0
máy hỏng giá nẻo,0
lắp lại thì mất rung,0
làm ăn kiểu ôm con bỏ cho khách lên đời máy hay mua đi bán lại lần duy nhất bán xong là mày bú buồi ông hoàng kiên ý,0
shop uy tín hàng chất lượng nhân viên phục vụ tốt sẽ ủng hộ tiếp,1
phục vụ kém nhắn tin gần ngày không thấy shop nào trả lời cả shop luôn ấy,0
chắc chắn không quay lại lần,0
shop rất nhiệt tình tư vấn rất nhanh nếu các bạn có bạn nào cần hỏi thì nhắn tư vấn trên nha shop trả lời là ngay lập tức rất ưng nha,1
mua rất nhiều máy ở đây rồi cảm thấy rất hài lòng về chất lượng và chính sách bảo bạn bán hàng rất nhiệt tình,1
tư vấn nhiệt tình sản phẩm chất lượng tốt,0
shop quá nhiệt tình anh kỹ thuật cực kỳ chu đồng tiền bát gạo mọi người ạ,1
mình khá hài lòng khi sử dụng dịch vụ ở đây nhân viên nhiệt tình chất lượng máy tốt,1
cửa hàng rất đông khách chất lượng phục vụ nhiệt tình sẽ quay lại và giới thiệu,1
nhân viên nhiệt tình chất lượng dịch vụ tốt,1
