,content,label
14,"TRẢI NGHIỆM MUA MÁY VÀ THAY SỬA Ở MC Ngày 6/1/2022, mình có mua điện thoại ở đây và tối đến mình có ra thay pin Xr cũng như dẫn bạn mình ra ép kính 6s+ luôn. Lúc mình đưa máy thì ngoài việc mất True tone thì… More máy không có lỗi gì. Màn hình k bị hở sáng. Lúc cầm máy về mình cũng chủ quan vì nghĩ thay pin nên chắc không ảnh hưởng đến màn nên chỉ test Fece id, chuông, .. và tết qua màn. Nhưng đêm về tắt hết điện thì mình mở độ sáng cao lên thì phát hiện màn có mấy chỗ bị hở sáng và chuyện không may bắt đầu từ đây. Và vì cũng muộn nên mình ngày mai mới nhắn hẹn ra kiểm tra. Trưa nay tức ngày 7/1/2022 mình có qua để hỏi thì người ta cũng giúp đỡ và kiểm tra giúp mình. Sau mấy lần sửa thì gần dưới… More",doesn't recommend
15,điện thoại chất lượng kém vừa hết bảo hành thì hỏng màn hình khuyên gia đình người thân đừng bao giờ mua hàng ở đây,doesn't recommend
16,Làm ăn vớ vẩn mua máy ở đây xong muốn bán lại đổi máy khác ko hỗ trợ thu mua lại. Đéo hiểu thế lag thế nào hay ko tin tưởng máy của chính mình bán ra,doesn't recommend
17,Đi mua đt mà bắt đi gửi xe trong khi có thể để thêm đc 1 chiếc bên ngoài bảo vệ vẫn có thể trông. Khỏi muốn vào nữa luôn.,doesn't recommend
18,"Xem đánh giá thì toàn thấy nhiệt tình, chắc ra cửa hàng thì vậy chứ bộ phận online toàn trả lời tự động, hỏi cũng như ko, copy paste lặp đi lặp lại. Rất muốn mua hàng mà hỏi cái gì cũng auto bảo ""đã lưu thông tin sẽ liên hệ"" thì mua kiểu gì? bye",doesn't recommend
19,"shop ko nhắc tới dán cường lực cho giá fullbox  Xiaomi Poco M3, mua về rút ra xong bán lại, bà con cẩn thận, làm ăn cợt nhả đó, mất thêm tiền.",doesn't recommend
20,shop rất nhiệt tình tư vấn rất nhanh nếu các bn có bn nào cần hỏi thì nhắn tư vấn trên zalo nha shop trả lời là ngay lập tức rất ưng nha😍,recommends
21,"Tư vấn online dài dòng, không trả lời đúng câu hỏi làm tốn thời gian của khách hàng.🤬🤬🤬",doesn't recommend
22,"hỏi trên trang kêu có đến cửa hàng thì kêu hết chỉ còn lại đắt hơn , hỏi lại cửa hàng vẫn kêu không có . về phản ánh lại bên trang chỉ xin lỗi và không đưa ra bất kì hậu mãi nào thêm như tới tận nơi lấy máy , hn nay thì mưa",doesn't recommend
23,"Mua rất nhiều máy ở đây rồi cảm thấy rất hài lòng về chất lượng và chính sách bảo hành,mấy bạn bán hàng rất nhiệt tình❤️",recommends
24,"Tư vấn nhiệt tình, sản phẩm chất lượng tốt",recommends
25,"Shop quá nhiệt tình, anh kỹ thuật cực kỳ chu đáo...Đáng đồng tiền bát gạo mọi người ạ",recommends
26,"Chăm sóc KH quá tệ, nhắn tin page và cmt hỏi không trả lời, gọi thì không được",doesn't recommend
27,"Suốt ngày share bài linh tinh chứng tỏ cũng không phải bận bịu gì nhiều mà có cái tin nhắn khách hỏi tư vấn cũng rep chậm, nhắn toàn thấy tin nhắn tự động trả lời, k thấy mặt mũi nhân viên đâu. Mua máy ở đây mấy lần rồi thấy nhân viên bán hàng thì tốt mà bộ phận online chán khỏi bàn luôn.",doesn't recommend
28,"Mình khá hài lòng khi sử dụng dịch vụ ở đây, nhân viên nhiệt tình, chất lượng máy tốt.",recommends
29,"1* thay pin thay màn xong mất vân tay  Đem qua bảo hành thì nhân viên bảo vân tay ẩn  Đòi 500k chán chi nhánh 123 trần quang khải Bên quản lý đt kêu lên sửa trước mặt cho xem nhưng đem lên nó giả bộ đem vào phòng bắt đợi 2 tiếng xong đem ra nút hôm bấm đéo ăn luôn , tui bây nói máy tao bể màn lúc ko kiểm tra được thì tui bây bật camera ngày giờ tao… More nhận máy stets vân tay lúc đó vẫn còn dùng được 2 ngày mất luôn nút hôm lúc được lúc ko Thai pin về dùng rất nóng và tốn pin , thay cáp sạc thì thay đồ cũ cho khách chập chờ lúc ăn lúc ko , tiếp tân cố tình làm khó và kho hiểu gì về máy nói chuyện rất khó nghe",doesn't recommend
30,Cửa hàng rất đông khách chất lượng phục vụ nhiệt tình sẽ quay lại và giới thiệu bbe,recommends
31,chăm sóc khách hàng chán các bạn lắm. nhờ hỗ trợ thì này nọ,doesn't recommend
32,"Nhân viên nhiệt tình, chất lượng dịch vụ tốt",recommends
33,"Nhân viên nhiệt tình, chất lượng máy tốt.",recommends
34,Nhiệt tình Lịch sự Chu đáo,recommends
35,mua con airpod 2 hổ vằn đổi 3 lần 3 cái vẫn lỗi. dùng ko được nổi 1 tháng. hết lỗi nọ đến lỗi kia chán luôn. mất tiền mua ngu. cửa hàng mình nên xem lại lô hàng nhập.,doesn't recommend
36,"Nhân viên hỗ trỡ nhiệt tình, chất lượng dịch vụ tốt sẽ ủng hộ shop lâu dài",recommends
37,"toàn để giá ảo, đến shop thì hướng sang máy khác, nhắn tin hàng tháng ko trả lời. Bịp lắm.",doesn't recommend
38,"Nhân viên nhiệt tình, chất lượng sản phẩm tốt.",recommends
39,"Tặng ngay 1 dao thẻ ATM cực chất cho AE khi mua bật lửa độc lạ tại shop: #VNPOD. COM ( bit.ly/32XttSY ) SĐT/Zalo: 0962696896 – 0969435666 . . . . . Đặt mua trực tiếp tại web dc freeship luôn nhé  !!! . .… More . . . P/s: nếu AE không muốn mua hàng mà vẫn muốn dc tặng >>> chỉ cần đánh giá 5* cho sản phẩm + Share lên FB , Shop sẽ tặng miễn phí cho AE một cặp dao ATM. Miễn phí 100% . Nhớ chụp ảnh nhắn qua Zalo cho Shop để dc tặng !!! VNPOD - Thế giới đồ chơi công nghệ thông minh tiện ích - Bật Lửa Độc vnpod.com VNPOD - Thế giới đồ chơi công nghệ thông minh tiện ích - Bật Lửa Độc vnpod.com VNPOD - Thế giới đồ chơi công nghệ thông minh tiện ích - Bật Lửa Độc vnpod.com aaaaaaaaaaa",recommends
40,Nhân viên tư vấn nhiệt tình . Thân thiện,recommends
41,"mua OP 7T pro cách đây 2 năm, khi mua dc miễn phí dán chống xước, các bạn hứa hẹn knao a sang thay chống xước thì e thay, đến nay sang thì k nhận, bảo xuất hóa đơn a cầm về r, dữ liệu thì xóa thông tin khách hàng, lấy lí do reset hệ thống???? trải nghiệm 1 lần và KHÔNG BAO GIỜ QUAY TRỞ LẠI",doesn't recommend
42,Thay kính redmi 9T xong nhân viên kĩ thuật làm hỏng màn zin.,doesn't recommend
43,"nhân viên nhiệt tình chu đáo, hỗ trợ tốt",recommends
44,"Than màn hai ngày thì hỏng trong khi ko va đập ko tì đè gì, lỗi màn. Qua sửa thì bảo tì đè hỏng màn ủa đã bảo là ko tì đè rồi. Lóc cóc đi về coi như đổ lỗi cho khách hàng, màn 7 trẵm dc hai ngày :v",recommends
45,"Thay pin Pocophone f1 thì thay xong 30% sập nguồn, sau 2 tháng thì từ sạc đầy về 60% trong 20p r sập nguồn. Mua máy mới thì đợi 1 tiếng mới có máy và thanh toán xong",doesn't recommend
46,đã mua máy ở đây rất uy tín và chuyên nghiệp,recommends
47,"hỗ trợ nhiệt tình, nhân viên thân thiện 10sao",recommends
48,đăng tin nhảm nhí quá nhiều,doesn't recommend
49,Minh mơi ma con poco x 3 đc 3 ngày do ko sử dụng đến mình muốn trả mà bên mobile ko hỗ trợ thu hồi sản phẩm của minh haizz!,doesn't recommend
50,"Mọi thứ đều Oke hết nhé mn ! 5,1 sao luôn",recommends
51,Fan page đăng vớ vẩn. Không liên quan điện thoại,doesn't recommend
52,"Vừa mới tậu em 6 lock 95% , 64g gold. Nghe nói nhiều về MC , cũng chuẩn bị tâm lý test máy kỹ. Mà hơi bị bất ngờ vì được mấy chị bán hàng xinh đẹp tư vấn rất nhiệt tình. Mua luôn bhv , bh cả rơi vỡ luôn, có cái ốp lưng được tặng, thế là nhìn ko pit 95% luôn. 1 like cho MC nhé, sẽ còn ủng hộ tiếp.",recommends
53,để giá rất rẻ và có hàng. �� qua cửa hàng hỏi nhân viên trả lời tạm hết hàng ��,doesn't recommend
54,"mình mới qua Cầu Giấy mua S7, anh quản lý tư vấn nhiêt tình mà chiều khách nữ ghê :D Chỗ để xe cửa hàng mà thông thoáng với có bảo vệ thì tuyệt vời luôn, vote mạnh :)",recommends
55,Mức giá bán tại cửa hàng MobileCity rất tuyệt :),recommends
56,Một địa chỉ uy tín để mua hàng. Cảm ơn các bạn đã hướng dẫn nhiệt tình trong việc tư vấn máy cũng như up rom cho máy redmi note 4x mua tại cửa hàng ạ.,recommends
57,Fanpage nhắn tin không ai tl,doesn't recommend
58,"Máy ở đây không đúng với sản mà cửa hàng quảng cáo , ra cửa hàng xem thì hết hàng. Chả hiểu bán hàng kiều gì gọi điện thoại bảo có mà đến cửa hàng bảo không có quá chán",doesn't recommend
59,"nhân viên rất nhiệt tình và chu đáo , sp k biết thế nào vì mới mua dc hơn 1 tháng nhưng cảm thấy rất hài lòng về thái độ phục vụ của MC !",recommends
60,Thái độ của nhân viên phục vụ tại Mobile City rất thiếu chuyên nghiệp! mình gọi dt hỏi con ip 6 lock 16gb còn hàng không thì bảo còn! đến mua thì nhân viên lại bảo chỉ còn loại 95% thôi! cảm thấy rất ức chế! đã thế thái độ của nhân viên nữ còn tỏ ra rất khó chịu. kbg ghé qua cửa hàng này nữa,doesn't recommend
61,Thích điện thoại lắm chẳng có tiền mua.  Duyệt qua mấy bài thấy 1* nhiều quá. Thôi cho 5* để bù lại . Ước gì MC cho 1 con về để dùng. Hjhj,recommends
62,mình đặc mua iphone 6 lock 64gb 99% mà nhắn mãi không thấy trả lời. không biết chất lượng ra sao nhưng trước mắt thấy rất thiếu chuyên nghiệp !,doesn't recommend
63,Đã từng mua ip5 tại đây.rất ưng về chất lượng và cách phục vụ. Chúc MC năm mới thành công rực rỡ 😄😄😄,recommends
64,"Đã từng mua và dùng rất tốt , tuyệt vời , nice , very good , i like it",recommends
65,"Bên MC mà có chế độ hỗ trợ khách hàng thu mua máy và hỗ trợ khách hàng lên đời máy nữa thì tuyệt vời, đặc biệt là các sản phẩm iPhone",doesn't recommend
66,"Hàng rất OK,chế độ bảo hành tốt,giá cả hợp lý và nhân viên tư vấn nhiệt tình,dễ thương :))",recommends
67,mình và anh trai mình đã đến đây và mua nhiều sản phẩm smartphone của MC. chất lượng máy tốt và thái độ phục vụ của các bạn nhân viên rất nhiệt tình và cởi mở.mong MC luôn phát triển và thành công,recommends
68,"Chất lượng quá tệ. Máy vừa sửa xong đến lấy thì bung nắp lưng, gắn lại về nhà vẫn tiếp tục bung. Không biết sửa kiểu gì mà hỏng thêm cả màn hình (không biết thật hay là lí do để luộc đồ). Phiếu bảo hành thì ghi sai tên máy. Thái độ phục vụ nhân viên rõ chán.",doesn't recommend
69,"Mọi Thứ Đều Tuyệt vời . Nhân Viên Thân Thiện Nhiệt Tình tư vấn . Ưng Cái Bụng, Chấm Bút 5 Sao. Mong Của Hàng Luôn Nhiệt tình với khách hàng như vậy",recommends
70,"Nếu có 0 sao chắc mình cho luôn. Nói thật câu các bạn làm ăn thái độ rất lịch sự nhưng mà chuyên môn vs chất lượng thì quá kém, mình xin phép không dùng từ bố láo. Thay kính ip5 lúc đầu kêu vỡ bt không phải thay mhinh xong sau thì kêu phải thay mh mất 750k. Khách không thay nữa thì mãi không trả máy lại rồi bắt khách đi bộ qua lấy cũng chẳng thèm… More lắp lại máy cho khách. Làm ăn không đặt cái tâm cái đức vào thì không bao giờ tốt được đâu các bạn ạ. Nói vậy cũng đủ hiểu không bao giờ mình tin tưởng và nghĩ đến Mobile City khi quyết định mua hay sửa chữa điện thoại nữa, dù mình rất lịch sự và dễ tính rồi Thân",doesn't recommend
71,tuyệt vời ông mặt trời,recommends
72,Mình mất tiền mua miếng dán cường lực hết 120k thì được tặng cái ốp lưng. Nhưng mà ko biết shop cố y hay vô ý mà bán cho mình cái cường lực ko vừa máy 1 tý gì ( quá bé so với màn hình) - còn cái ốp lưng thì thà ko tặng còn hơn ( cũng ko vừa và quá bé). Nói chung là cái cường lực và ốp lưng hoàn toàn của máy khác. Dán cái cường lực chỉ làm mất thẩm mỹ của máy mình. Mong shop sớm phản hồi để mình còn biết,doesn't recommend
73,"Mình rất thích cửa hàng 398 Cầu Giấy, nhân viên nhiệt tình vui vẻ. Thái độ tốt. Sẽ ủng hộ dài dài !. Đặc biệt cảm ơn bạn nhân viên tên Đạt đã nhiệt tình tư vấn hỗ trợ kỹ thuật",recommends
74,Hàng ngon....máy rất chất... đã mua 2 con ở Mc tphcm rất hài lòng chất lượng máy,recommends
75,"bên mobile city làm ăn khá tốt, đi sửa máy bên đây cũng hỗ trợ tận tình và hỗ trợ giá, nhân viên chu đáo tận tình",recommends
76,Trước có mua 1 máy không hiểu sao bị lỗi các anh chị rất nhiệt tình đổi máy khác cho mình ngay mặc dù máy đã quá thời gian bao test vài hôm nhưng vẫn linh động thật sự cảm thấy rất hài lòn,recommends
77,"Vừa mua con 6+ ở đây. Máy rất ok, nhân viên tư vấn nhiệt tình nữa. Lần sau chắc chắn sẽ còn ủng hộ dài dài �",recommends
78,"Mặt tư vấn và support khá ok, có bạn tư vấn khách hàng rất nhiệt tình",recommends
79,Marketing rất tốt cho 1 cửa hàng uy tín Nhân viên nhiệt tình tư vấn khách hàng Có thể gửi gắm niềm tin,recommends
80,"Vừa rồi có đem cái máy mua ở chỗ khác đến cài lại room. Tôi thấy rất hài lòng, Mb làm ăn rất uy tín. Sẽ ủng hộ Mb.",recommends
81,Mình có mua 1 con mi 5 ở đây cho cô dùng.Dùng 1 thời gian có hiện tượng loạn cảm ứng rồi hiện chấm màu trên màn hình. Mang ra cửa hàng bảo hành thì thái độ của nhân viên khá khó chịu. chả hiểu nhân viên ở đây coi khách hàng ra j nữa!,doesn't recommend
82,tôi có mua con Samsung A7 tại 123 Trần Quang Khải. tôi cảm thấy hài lòng. nhân viên rất vui vẻ nhiệt tình. cửa hàng sạch sẽ. khâu chăn sóc khách hàng tốt,recommends
83,"Mình đã mua mấy chiếc Iphone ở cửa hàng cho mình và người thân. Mình thấy chất lượng rất ok, nhân viên rất thân thiện, chu đáo.",recommends
84,bên mình có ship COD về Vinh không ạ. Em muốn mua máy iPhone 6 Lock 95% ạ. ???,recommends
85,Bên mình có hỗ trợ trả góp cho máy iphone cũ mình rất thích chế độ này vì không phải ai cũng có tiền mua máy mới,recommends
86,Chất lượng sản phẩm của MC rất tuyệt vời. Chúc MC làm ăn phát đạt.,recommends
87,"Thật tình cũng muốn cho MC 5* lắm nhưng thật sự thất vọng về mấy cái mớ phụ kiện theo cây note5 n920p vừa mới mua, mình biết mua máy cũ thì sẽ ko bằng máy chính hãng nhưng trên web thì để 1 đường đến khi nhận hàng thì 1 nẽo , chuyển tiền xong thì đc báo là ko có sạc nhanh sau khi mình dẫn chứng vòng vo mới đc cục sạc và đỗ cho trương trình km ko… More nắm bắt kịp (cái này mình ko tin vì mình mua ở MC lần này nữa là cũng 3..4 máy rồi ).  Mình đã đồng ý là bên shop báo bên shop hết hộp note 5 thì mình sẽ lấy gậy selfie nhưng những món phụ kiện như tay nghe, que chọc sim này kia đăng trên web ít nhất cũng phải có.. đằng này khui ra ko có gì hết ngoài cục sạc( dt cho nhân viên thì trả lời là ko có)… More",doesn't recommend
88,Có con redmi 3 mua 3tr2 cả bhv ... nói bh cả nguồn và màn hình mà khi mình mang đến bh pin > hết chạy pm này nọ ... rồi quay sang thay pin ! Nv báo thay pin rồi mình nhận máy biết ngay là chưa mở máy ra chứ đừng nói là thay pin ! Đùa chứ mua 2 máy ở đấy ... ở Hp nên tận Hn mua máy đi bhv 2 lần cảm thấy ức chế thật ... mua redmi tháng 4 năm ngoái… More ... tháng 11 mua con redmi 3x thật sai lầm ! Cửa hàng khá to và nhiều chi nhánh ... có cả review! Nản ..... Bên cửa hàng đã có phản hồi ... mình sẽ gửi máy nên bh trong ngày và hi vọng sẽ hài lòng khi nhận máy,recommends
89,"Giá cả rất tốt rồi Nhưng Cần phải cải thiện dịch vụ mua hàng online bằng hình thức ship cod, nếu sợ khách hàng không lấy hàng thì lúc đặt hàng MC nên lấy trước số tiền ship, để khách hàng ít mua online được an tâm hơn",recommends
90,"MC ơi tôi ở huế đã theo dõi kênh youtube rất thích các bạn review nhưng ở xa quá, tôi muốn mua máy thì phải làm thế nào ?",recommends
91,"Tuy cửa hàng quảng cáo khá tốt trên youtube nhưng khâu bán hàng và chăm sóc khách hàng lại kém, nên chấn chỉnh lại, nếu ok sẽ hẹn gặp lại",recommends
92,Cố gắng làm tốt hơn nữa nhé. Chúc MC luôn đông khách! Hiện tại rất hài lòng về sản phẩm đã mua!,recommends
93,"Rất ghét cái kiểu đăng lên web xong ra thì không có hàng. Website như để làm cảnh, chẳng cập nhật hàng còn hay hết. Xiaomi MI4 đề giá rõ rẻ nhưng ko bao giờ có hàng, giá đề mặc định cực rẻ câu khách là giá của màu đen, mà màu đen bới cả Hà Nội cũng chẳng có thì đề làm gì.",doesn't recommend
94,"Xem trên web thấy iphone 6 còn hàng. Gọi điện hỏi thì bảo là hết hàng, đã thế giá thì giảm liên tục tưởng sẽ mua được cái về dùng. Làm ăn thế thì làm làm gì. quá thất vọng",doesn't recommend
95,vừa mua mi4 ở mc cầu giấy nói chung nhân viên phục vụ nhiệt tình mấy anh kỹ thuật hăng hái up rom cho khách và giả quyết thắc mắt rất tận tình mình rất thích. Chúc MC làm ăn phát đạt,recommends
96,Nhân viên kĩ thuật tầng 3 ghét thế kb,doesn't recommend
97,"Không thích mua hàng từ xa mà phải chuyển tiền tiền trước cho lắm, khi nào Quảng Ngãi có chi nhánh sẽ ủng hộ",doesn't recommend
98,Ok. Cửa hàng làm ăn rốt tốt. Nhân viên rất nhiệt tình và chu đáo. Mình mua con mi4 ở đây cũng đc mấy tháng rồi rất ok. Cố gắng phát huy nhé. Chúc cửa hàng làm ăn phát đạt. Có dịp mình lại mua tiếp :),recommends
99,Sửa nhanh . mỗi tội quên  k lắp ốc  . nhưng k sao . chế độ hậu mãi tốt,recommends
100,Đi từ Thái Nguyên xuống mà hỏi máy gì cũng k có. Đúng kiểu treo giá rẻ hơn nhưng ảo k có hàng bán. Thất vọng,doesn't recommend
101,vô cùng thất vọng vụ tăng giá blackberry passport bản pháp !!!!,doesn't recommend
102,Mua chục máy ở đây. Và đều hài lòng!,recommends
103,Buồn trĩu lòng :( không có tiền mua máy ủng hộ shop haizz,recommends
104,"Máy của anh zai em chẳng biết bị gì anh chỉ dặn mang qua 120 Thái Hà bảo các anh kỹ thuật hỗ trợ, không mất phí về anh em vui lắm cảm ơn MobileCity",recommends
105,"Sau khi được anh quản lý nhiệt tình giúp đỡ thì vấn đề đã được giải quyết, cảm thấy khách hàng được coi trọng. Rất hài lòng với chất lượng sản phẩm tuy nhiên cần cải thiện chính sách giao hàng đi xa. Chúc MobileCity ngày càng phát triển, mở rộng tới Đà Nẵng thì càng tốt.",recommends
106,Ko biết các bộ phận khác ntn. Nhưng NV tư vấn fb thì quá tệ�,doesn't recommend
107,"Tay nghề kĩ thuật viên quá tệ,mang con M7 qua thay pin lúc ráp lại vỏ hở tìm lum lại còn chit keo 502 vào nữa, cho 1 sao là đã quá hào phóng với các bạn rồi.",doesn't recommend
108,"Hôm nay đến chi nhánh cầu giấy,nhân viên bán hàng khá tốt,tươi cười,niềm nở hơn nhưng kiến thức hơi hạn chế,mấy bác kỹ thuật thì m vẫn thích Thái Hà hơn,mà rất ấn tượng vs quả Xiaomi tv đấy,cửa hàng nên bổ sung thông tin về dòng tv này",doesn't recommend
109,"Đặt trước hôm 13 bảo chuyển phí COD 50k cho MC. Ok mình chuyển. Rồi lại bảo không chuyển phát đi xa được do 5s đen và trắng màn hình ám vàng sợ khách trả trong khi mình sẵn sàng chuyển 100% tiền . Ok .i'm fine . Bảo giữ giúp mình 5s màu đen 32G ở đó đến ngày 15 mình qua lấy . Ok em sẽ bảo kĩ thuật check và giữu giúp anh . Đến 14 gọi đến bảo còn màu… More vàng màu đen hết rồi .Tôi quan trọng chất lượng chứ không phải vì cái màu vàng mà phải bỏ thêm 400k.Ok . Bảo giữ máy 5s đen cho mình từ hôm qua mà đến chưa đến ngày hẹn lấy được đã báo hết. Thế là các ông bán máy tôi đặt hôm trước cho người khác rồi còn gì . Làm ăn kiểu gì vậy. Mất công mất buổi thế thì sinh ra dịch vụ ""bán hàng từ xa"" rồi ""đặt hàng trước"" làm mẹ gì . Cứ thằng nào đến trước bán trước cho nhanh chứ gọi điện hotline đặt hàng các kiểu làm gì. Như cái chợ",doesn't recommend
110,thái độ bảo hành kem và chất lượng máy quá kém . mình mua 1 em ip5s lock . đc hơn 1 tháng thi bị nỗi tưj dưng dùng bị sập nguồn va bị nỗi màn hinh . sang sửa chưa sem báo giá sử 1 triêu mốt luôn .minh đem ra ngoai sưa mât 10k dùng ngon cha sao,doesn't recommend
111,"Em có đến mua hàng của mobile city 1 lần. Lúc vào bác bảo vệ khá niềm nở với khách, chỉ cho em chỗ đỗ xe và cố gắng tạo chỗ đỗ xe cho em vì cửa hàng khá đông. Nhưng đến vào cửa hàng lại khác, nhân viên bán hàng… More không hề niềm nở, không cười dù chỉ mộ lần, thái độ nhân viên không tốt có vẻ là mua cũng được ko không mua thì thôi vậy. Em mong mobile city chấn chỉnh lại phong cách bán hàng. Em cũng hiểu là hôm em mua trời hà nội rất nóng lại gần về trưa mọi người rất mệt nhưng đó không phải là lý do.Nhưng cũng phải nói máy mua ở mobilecity chất lượng tốt chưa có lỗi gì, cũng như chưa phải bảo hành lần nào.",recommends
112,Rất tuyệt vời . Nhiệt tình chu đào với khách hàng :),recommends
113,Mình muốn mua 1 em ip6 lock nhật xem hwa có 3tr580 đến sáng nay xem thì nên 5tr9 . Mk có gọi cửa hàng nhưng nv lại bảo k còn hàng . Mà xem trên wep vẫn báo còn hàng . Shop xem xét hộ mk nhé,doesn't recommend
114,nhân viên k được tận tình cho lắm. sinh viên đến mua thái độ chưa đk tốt.ở hcm,recommends
115,Web uy tín chất lượng tốt,recommends
116,"Nhân viên nhiệt tình chu đáo, chế độ bảo hành rất tốt...đây chính là nơi để trao chọn niềm tin",recommends
117,"Không biết bên cửa hàng có nhập lại máy không nhỉ , tháng 1 năm nay mình có mua của cửa hàng em 6 lock gold 64g . Nay muốn bán lại thì giá đc bao nhiêu nhỉ :)",recommends
118,"Cửa hàng uy tín. Được bác chủ khá là dễ thương và lịch sự. Smartphone đa đạng, chất lượng, giá lại tốt.",recommends
119,Mình muốn mua ip5 cũ ở đây nhưng kb chất lượng thế nào vì bh nhiều hàng dựng qua m.n cho ý kiến ạ,recommends
120,chất lượng phục vụ chu đáo,recommends
121,định mua máy ở đyâ. 600 đánh già thì hơn 100 đánh giá ko tốt. cảm thấy hoang mang,doesn't recommend
122,Hy vọng mình chọn không nhận nhầm hãng. Cảm ơn �,recommends
123,E ở nghệ an. Muốn mua lg v1 online thì thế nào ạ. k đc test tận tay nên lo ngoại hình k đc 99%. Và chính sách bảo hành cho ng ở xa thế nào vậy a,doesn't recommend
124,Hôm vừa rồi mình có ghé cửa hàng ở 120 mua Mi 5s máy sài hiện tại vẫn ổn.Mà cũng ấn tượng với cô bạn tư vấn bán hàng nói chuyện dễ thương rất nhiệt tình nhớ tên bạn gái đó tên Tú.,recommends
125,trên cả tuyệt vời <3 <3 <3 MobileCity,recommends
126,Chán shop quá bảo gửi cho em cái dán cường lực về không gửi lại gửi 5 miếng dán thường :( tặng rồi tặng luôn cái dcl đi chứ haizz,recommends
127,Mới ra cửa hàng mua hàng. Thấy rất tốt về nhiều mặt. Sẽ giới thiệu cho nhiều bạn bè đến đây mua hàng ��. Mà a Người Lạ nhìn cũng gầy nhỉ,recommends
128,"Mình mua cây Meizu 3s tại chi nhánh 398 Cầu Giấy, nhân viên chu đáo thân thiện, mình cũng mua thêm gói bảo hành 12 tháng chỉ 200k dc tặng luôn gậy chụp ảnh vs ốp lưng.",recommends
129,Good. người nhà giới thiệu và đang dùng ngon lành 1 em iPhone 6 QT 16GB �,recommends
130,Nói thiệt chưa gặp 1 cửa hàng nào tệ như vầy thái độ của nhân viên khi thấy khách mua hàng hỏi trả lời giống kiểu không cần khách vậy . Tư vấn online bận mà đến nơi thấy toàn ngồi chơi gọi điện thoại để hỏi còn hàng k thì máy bận đến lúc đổ chuông gọi cả chục cuộc không ai bắt máy đến nơi thì bảo là hết hàng không có vậy cho hỏi không có thì dán chữ hết hàng lên cho người ta biết chứ làm gì mà phải giảm giá điện thoại để thu hút khách,doesn't recommend
131,Good. người nhà giới thiệu và đang dùng ngon lành 1 em iPhone 6 QT 16GB :D,recommends
132,trả lời khách trên page và web quá chậm :(,doesn't recommend
133,"Máy ok,  mua con 5s quăng quật gần năm rồi vẫn chưa hỏng để lên đời 6s",recommends
